venda_id,data,vendedor_id,vendedor_nome,produto_id,produto_nome,categoria,preco_unit,qtd,desconto,canal,cidade,estado,comentarios
344,29-10-2024,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,3.0,0.28,loja_fisica,Curitiba,PR,Nam voluptates quia ducimus consectetur minima doloribus autem nulla est blanditiis vel.
345,15-10-2024,3.0,Carlos Pereira,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.15,loja_fisica,Curitiba,PR,
346,18-07-2025,,Maria Souza,106,Headset Gamer H1,Eletrônicos,450.0,7.0,0.21,loja_fisica,Rio de Janeiro,RJ,
347,27-12-2024,,,109,Liquidificador X,Eletrodomésticos,300.0,1.0,0.01,ecommerce,Pastor,SE,
348,23-08-2024,5.0,Fernando Costa,103,Tênis Corrida,Calçados,350.0,1.0,0.06,loja_fisica,Belo Horizonte,MG,
349,15-07-2025,2.0,Maria Souza,110,Fone Bluetooth B1,Eletrônicos,200.0,3.0,0.01,loja_fisica,Rio de Janeiro,RJ,Eaque aut earum fugiat voluptate explicabo ab.
350,13-11-2024,2.0,Maria Souza,102,Cafeteira 20L,Eletrodomésticos,600.0,2.0,0.17,loja_fisica,Rio de Janeiro,RJ,
351,09-03-2025,1.0,João Silva,102,Cafeteira 20L,Eletrodomésticos,600.0,9.0,0.18,loja_fisica,São Paulo,SP,Laudantium beatae numquam officia reprehenderit aut minima neque culpa voluptates animi quibusdam blanditiis eaque consequuntur fuga itaque molestias at modi voluptatem corrupti vel laboriosam sequi itaque.
352,20-06-2025,2.0,Maria Souza,105,Smartphone A9,Eletrônicos,2800.0,9.0,0.17,loja_fisica,Rio de Janeiro,RJ,
353,28-03-2025,,,108,Tablet T10,Eletrônicos,1500.0,8.0,0.03,ecommerce,Rodrigues,ES,
354,22-04-2025,4.0,Ana Oliveira,104,Camisa Polo,Vestuário,120.0,10.0,0.12,loja_fisica,Salvador,BA,
355,02-09-2024,2.0,Maria Souza,107,Jaqueta Esportiva,Vestuário,250.0,6.0,0.15,loja_fisica,Rio de Janeiro,RJ,Id adipisci quis provident accusantium enim rerum ad non asperiores dolores ab quam maxime nemo sint.
356,14-01-2025,4.0,Ana Oliveira,106,Headset Gamer H1,Eletrônicos,450.0,7.0,0.11,loja_fisica,Salvador,BA,Iure laboriosam eaque eaque ipsam officia magni nemo eveniet neque rem est nam quibusdam laboriosam dolore quibusdam natus.
357,03-12-2024,,,101,Notebook X1,Eletrônicos,3500.0,1.0,0.03,ecommerce,Gonçalves,AP,
358,16-08-2024,3.0,Carlos Pereira,104,Camisa Polo,Vestuário,120.0,2.0,0.03,loja_fisica,Curitiba,PR,
359,11-06-2025,1.0,João Silva,102,Cafeteira 20L,Eletrodomésticos,600.0,6.0,0.23,loja_fisica,São Paulo,SP,
360,10-09-2024,5.0,Fernando Costa,103,Tênis Corrida,Calçados,350.0,6.0,,loja_fisica,Belo Horizonte,MG,Modi laborum corporis fuga ex modi commodi tempora voluptas harum eum earum perspiciatis.
361,24-04-2025,4.0,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,7.0,0.02,loja_fisica,Salvador,BA,Vitae ipsam unde ipsam a occaecati ducimus.
362,15-08-2024,3.0,Carlos Pereira,108,Tablet T10,Eletrônicos,1500.0,8.0,0.18,loja_fisica,Curitiba,PR,Deserunt laborum quidem voluptas optio unde sunt cumque quae ratione doloremque eveniet temporibus aspernatur excepturi.
363,28-03-2025,,,104,Camisa Polo,Vestuário,120.0,5.0,0.02,ecommerce,Fonseca,MG,
364,29-11-2024,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,7.0,0.17,loja_fisica,Curitiba,PR,
365,18-10-2024,,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,5.0,0.06,loja_fisica,Rio de Janeiro,RJ,
366,15-12-2024,3.0,Carlos Pereira,110,Fone Bluetooth B1,Eletrônicos,200.0,3.0,0.15,loja_fisica,Curitiba,PR,
367,03-06-2025,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,2.0,0.18,loja_fisica,Belo Horizonte,MG,
368,10-05-2025,3.0,Carlos Pereira,101,Notebook X1,Eletrônicos,3500.0,6.0,0.21,loja_fisica,Curitiba,PR,Corporis veritatis ducimus beatae autem illo voluptate animi accusantium.
369,14-08-2024,2.0,Maria Souza,110,Fone Bluetooth B1,Eletrônicos,200.0,8.0,0.07,loja_fisica,Rio de Janeiro,RJ,
370,14-10-2024,,,103,Tênis Corrida,Calçados,350.0,4.0,0.02,ecommerce,Silva,PE,
371,24-12-2024,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,,8.0,0.01,loja_fisica,Curitiba,PR,Ullam eius illum officia velit consequatur consequatur quod voluptatem architecto fugit distinctio est modi provident nobis.
372,23-09-2024,,,108,Tablet T10,Eletrônicos,1500.0,6.0,0.1,ecommerce,da Rocha do Norte,RJ,Neque quos laudantium commodi corrupti minima repellat porro ducimus rerum accusamus nihil modi repellat harum voluptatum numquam tenetur vel.
373,10-11-2024,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,9.0,0.08,loja_fisica,Curitiba,PR,
374,12-11-2024,4.0,Ana Oliveira,105,Smartphone A9,Eletrônicos,2800.0,10.0,0.22,loja_fisica,Salvador,BA,
375,03-08-2024,,,110,Fone Bluetooth B1,Eletrônicos,200.0,7.0,0.12,ecommerce,Borges Alegre,RS,
376,09-04-2025,,,107,Jaqueta Esportiva,Vestuário,250.0,1.0,0.04,ecommerce,Rezende do Oeste,PI,
377,24-03-2025,1.0,João Silva,103,Tênis Corrida,Calçados,350.0,3.0,,loja_fisica,São Paulo,SP,
378,12-05-2025,2.0,Maria Souza,101,Notebook X1,Eletrônicos,3500.0,6.0,0.12,loja_fisica,Rio de Janeiro,RJ,
379,25-05-2025,3.0,Carlos Pereira,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.07,loja_fisica,Curitiba,PR,
380,17-05-2025,,,108,Tablet T10,Eletrônicos,1500.0,3.0,0.03,ecommerce,Gonçalves,SE,
381,14-10-2024,5.0,Fernando Costa,105,Smartphone A9,Eletrônicos,2800.0,8.0,0.17,loja_fisica,Belo Horizonte,MG,
382,09-12-2024,4.0,Ana Oliveira,103,Tênis Corrida,Calçados,350.0,10.0,,loja_fisica,Salvador,BA,Praesentium vero adipisci nihil sint consectetur voluptatibus.
383,17-01-2025,1.0,João Silva,101,Notebook X1,Eletrônicos,3500.0,3.0,0.07,loja_fisica,São Paulo,SP,Sit voluptate consequuntur et occaecati a.
384,17-12-2024,1.0,,108,Tablet T10,Eletrônicos,1500.0,1.0,,loja_fisica,São Paulo,SP,
385,26-11-2024,1.0,João Silva,104,Camisa Polo,Vestuário,120.0,3.0,0.25,loja_fisica,São Paulo,SP,
386,05-05-2025,,,107,Jaqueta Esportiva,Vestuário,250.0,4.0,0.03,ecommerce,Gomes,PR,
387,16-06-2025,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,2.0,0.15,loja_fisica,Salvador,BA,
388,03-09-2024,2.0,Maria Souza,106,Headset Gamer H1,Eletrônicos,450.0,5.0,0.26,loja_fisica,Rio de Janeiro,RJ,
389,19-03-2025,5.0,Fernando Costa,105,Smartphone A9,Eletrônicos,2800.0,3.0,0.24,loja_fisica,Belo Horizonte,MG,
390,08-05-2025,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,8.0,0.19,loja_fisica,São Paulo,SP,
391,31-07-2024,5.0,Fernando Costa,108,Tablet T10,Eletrônicos,1500.0,10.0,0.12,loja_fisica,Belo Horizonte,MG,Explicabo debitis facere possimus et esse labore veniam inventore blanditiis alias beatae error neque unde saepe quis.
392,30-05-2025,2.0,Maria Souza,107,Jaqueta Esportiva,Vestuário,250.0,7.0,0.1,loja_fisica,Rio de Janeiro,RJ,
393,21-05-2025,2.0,Maria Souza,103,Tênis Corrida,Calçados,350.0,1.0,0.23,loja_fisica,Rio de Janeiro,RJ,Ut magni quia sed deserunt corporis temporibus veritatis voluptates rem distinctio fugiat magnam eligendi eos aut asperiores iure perferendis enim exercitationem.
394,08-03-2025,,,106,Headset Gamer H1,Eletrônicos,450.0,3.0,0.02,ecommerce,Barros do Campo,AP,
395,15-10-2024,,,109,Liquidificador X,Eletrodomésticos,300.0,3.0,,ecommerce,Duarte de Melo,MS,
396,28-08-2024,,,108,Tablet T10,Eletrônicos,1500.0,7.0,,ecommerce,Fogaça,MT,
397,01-06-2025,2.0,Maria Souza,107,Jaqueta Esportiva,Vestuário,250.0,7.0,0.13,loja_fisica,Rio de Janeiro,RJ,
398,02-06-2025,,Carlos Pereira,108,Tablet T10,Eletrônicos,1500.0,6.0,0.09,loja_fisica,Curitiba,PR,
399,25-11-2024,,,105,Smartphone A9,Eletrônicos,2800.0,8.0,0.06,ecommerce,Cardoso de Goiás,AL,
400,15-06-2025,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,2.0,0.22,loja_fisica,São Paulo,SP,Saepe quas assumenda assumenda in commodi maxime nam in maiores neque sint repellat debitis tenetur itaque recusandae earum porro veritatis voluptates reiciendis eaque quos hic quis earum.
401,06-11-2024,4.0,Ana Oliveira,101,Notebook X1,Eletrônicos,3500.0,10.0,0.16,loja_fisica,Salvador,BA,
402,16-08-2024,3.0,Carlos Pereira,104,Camisa Polo,Vestuário,120.0,5.0,0.21,loja_fisica,Curitiba,PR,
403,08-02-2025,,,102,Cafeteira 20L,Eletrodomésticos,600.0,6.0,0.09,ecommerce,Vasconcelos dos Dourados,PB,
404,27-09-2024,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,6.0,0.04,loja_fisica,Curitiba,PR,
405,20-12-2024,3.0,Carlos Pereira,109,Liquidificador X,Eletrodomésticos,300.0,10.0,0.23,loja_fisica,Curitiba,PR,
406,21-06-2025,4.0,Ana Oliveira,104,Camisa Polo,Vestuário,120.0,4.0,0.14,loja_fisica,Salvador,BA,
407,29-07-2024,1.0,João Silva,109,Liquidificador X,Eletrodomésticos,300.0,9.0,0.02,loja_fisica,São Paulo,SP,
408,17-12-2024,,,104,Camisa Polo,Vestuário,120.0,7.0,0.02,ecommerce,Freitas,SC,Dolores voluptate ipsum fugit quisquam quia at quasi voluptatum provident.
409,24-05-2025,2.0,,102,Cafeteira 20L,Eletrodomésticos,600.0,3.0,,loja_fisica,Rio de Janeiro,RJ,Distinctio eius ullam laudantium corporis delectus temporibus maxime iusto minima a corrupti incidunt porro repellendus.
410,23-11-2024,5.0,Fernando Costa,110,Fone Bluetooth B1,Eletrônicos,200.0,3.0,0.3,loja_fisica,Belo Horizonte,MG,
411,06-06-2025,,,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.11,ecommerce,Correia dos Dourados,TO,
412,03-11-2024,,,110,Fone Bluetooth B1,Eletrônicos,200.0,10.0,0.09,ecommerce,Camargo,RN,
413,19-04-2025,2.0,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,4.0,,loja_fisica,Rio de Janeiro,RJ,
414,09-01-2025,,,103,Tênis Corrida,Calçados,350.0,5.0,0.02,ecommerce,Campos,AC,
415,01-05-2025,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,10.0,0.16,loja_fisica,Curitiba,PR,
416,10-11-2024,,,108,Tablet T10,Eletrônicos,1500.0,9.0,0.08,ecommerce,Barros de da Costa,RO,Maxime adipisci iure temporibus fuga molestias minus esse sint cumque praesentium quaerat repudiandae vitae atque unde.
417,07-09-2024,5.0,Fernando Costa,101,Notebook X1,Eletrônicos,3500.0,5.0,0.18,loja_fisica,Belo Horizonte,MG,
418,22-02-2025,4.0,Ana Oliveira,104,Camisa Polo,Vestuário,120.0,5.0,0.17,loja_fisica,Salvador,BA,
419,16-10-2024,2.0,Maria Souza,104,Camisa Polo,Vestuário,120.0,,0.0,loja_fisica,Rio de Janeiro,RJ,
420,01-12-2024,2.0,Maria Souza,104,Camisa Polo,Vestuário,120.0,9.0,0.27,loja_fisica,Rio de Janeiro,RJ,
421,27-10-2024,1.0,João Silva,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.16,loja_fisica,São Paulo,SP,
422,13-04-2025,2.0,Maria Souza,106,Headset Gamer H1,Eletrônicos,,5.0,0.06,loja_fisica,Rio de Janeiro,RJ,
423,18-06-2025,1.0,João Silva,101,Notebook X1,Eletrônicos,3500.0,10.0,0.22,loja_fisica,São Paulo,SP,Ducimus repudiandae ea vitae atque corrupti quas suscipit nam aperiam.
424,05-04-2025,3.0,Carlos Pereira,108,Tablet T10,Eletrônicos,1500.0,10.0,0.01,loja_fisica,Curitiba,PR,
425,18-01-2025,,,104,Camisa Polo,Vestuário,120.0,8.0,0.02,ecommerce,Siqueira,RO,Rem debitis similique quas recusandae id ex cum placeat nemo id.
426,01-05-2025,,Maria Souza,108,Tablet T10,Eletrônicos,1500.0,9.0,0.04,loja_fisica,Rio de Janeiro,RJ,
427,12-09-2024,2.0,Maria Souza,105,Smartphone A9,Eletrônicos,2800.0,4.0,0.0,loja_fisica,Rio de Janeiro,RJ,
428,27-10-2024,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,8.0,0.11,loja_fisica,Salvador,BA,Delectus minus temporibus sequi natus id veniam corrupti culpa totam adipisci.
429,27-04-2025,,,102,Cafeteira 20L,Eletrodomésticos,600.0,1.0,,ecommerce,Abreu Paulista,PB,Consequatur temporibus quibusdam laboriosam magni aut nisi sed maxime consequuntur recusandae soluta.
430,02-07-2025,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,5.0,0.22,loja_fisica,Curitiba,PR,Autem nisi explicabo blanditiis tempore dolorum nesciunt debitis debitis quo quidem doloremque porro cumque eveniet iste quaerat exercitationem totam error magni.
431,29-09-2024,,,103,Tênis Corrida,Calçados,350.0,10.0,,ecommerce,Farias de Viana,SE,
432,22-03-2025,5.0,Fernando Costa,101,Notebook X1,Eletrônicos,3500.0,3.0,0.29,loja_fisica,Belo Horizonte,MG,Dignissimos explicabo cupiditate placeat quam atque fugiat odio itaque harum veritatis reprehenderit omnis ipsa itaque omnis rem magnam iusto recusandae cum.
433,30-03-2025,,,101,Notebook X1,Eletrônicos,3500.0,5.0,0.12,ecommerce,Ribeiro,PA,
434,18-10-2024,4.0,Ana Oliveira,108,Tablet T10,Eletrônicos,1500.0,,0.22,loja_fisica,Salvador,BA,
435,24-03-2025,,Ana Oliveira,106,Headset Gamer H1,Eletrônicos,450.0,10.0,0.01,loja_fisica,Salvador,BA,
436,29-10-2024,,,106,Headset Gamer H1,Eletrônicos,450.0,5.0,0.12,ecommerce,da Paz do Norte,BA,
437,13-08-2024,1.0,João Silva,106,Headset Gamer H1,Eletrônicos,450.0,3.0,0.02,loja_fisica,São Paulo,SP,Cupiditate corrupti sed laborum saepe laborum deleniti doloremque natus deleniti animi vel.
438,06-08-2024,2.0,Maria Souza,103,Tênis Corrida,Calçados,350.0,3.0,0.09,loja_fisica,Rio de Janeiro,RJ,
439,11-08-2024,,,105,Smartphone A9,Eletrônicos,2800.0,4.0,0.14,ecommerce,Pereira,AC,
440,10-08-2024,,,108,Tablet T10,Eletrônicos,1500.0,6.0,0.12,ecommerce,Camargo da Praia,AM,
441,19-01-2025,,,105,Smartphone A9,Eletrônicos,2800.0,5.0,0.13,ecommerce,,,Quis officiis blanditiis officiis fugit praesentium eaque ducimus dignissimos consequuntur eligendi perspiciatis.
442,06-02-2025,1.0,João Silva,104,Camisa Polo,Vestuário,120.0,8.0,0.08,loja_fisica,São Paulo,SP,
443,09-05-2025,,,106,Headset Gamer H1,Eletrônicos,450.0,1.0,0.1,ecommerce,Lima,RN,
444,04-01-2025,2.0,Maria Souza,109,Liquidificador X,Eletrodomésticos,300.0,10.0,0.04,loja_fisica,Rio de Janeiro,RJ,Neque nulla tenetur quam earum quisquam dolorem dolorem beatae delectus laudantium excepturi accusantium nisi repellendus et ratione eos molestias.
445,08-01-2025,4.0,Ana Oliveira,104,Camisa Polo,Vestuário,120.0,5.0,0.16,loja_fisica,Salvador,BA,
446,06-12-2024,1.0,João Silva,109,Liquidificador X,Eletrodomésticos,300.0,8.0,0.16,loja_fisica,São Paulo,SP,
447,03-09-2024,5.0,Fernando Costa,110,Fone Bluetooth B1,Eletrônicos,200.0,7.0,0.11,loja_fisica,Belo Horizonte,MG,
448,16-05-2025,,,110,Fone Bluetooth B1,Eletrônicos,200.0,,0.04,ecommerce,da Conceição da Serra,CE,
449,04-06-2025,2.0,Maria Souza,109,Liquidificador X,Eletrodomésticos,,1.0,0.02,loja_fisica,Rio de Janeiro,RJ,
450,28-04-2025,4.0,Ana Oliveira,103,Tênis Corrida,Calçados,350.0,3.0,0.05,loja_fisica,Salvador,BA,Labore adipisci aperiam quod omnis commodi dolor recusandae porro asperiores atque praesentium alias nesciunt beatae alias fuga repudiandae.
451,05-01-2025,3.0,Carlos Pereira,101,Notebook X1,Eletrônicos,,8.0,,loja_fisica,Curitiba,PR,
452,04-08-2024,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,10.0,0.21,loja_fisica,São Paulo,SP,Dignissimos a eum odio repellendus mollitia voluptatem exercitationem mollitia dolorem accusantium optio possimus fugit suscipit minus.
453,27-04-2025,5.0,Fernando Costa,106,Headset Gamer H1,Eletrônicos,450.0,1.0,0.29,loja_fisica,Belo Horizonte,MG,
454,21-05-2025,3.0,Carlos Pereira,106,Headset Gamer H1,Eletrônicos,450.0,8.0,0.19,loja_fisica,Curitiba,PR,Rerum qui facilis optio ea sunt quos corporis repudiandae incidunt deleniti reiciendis iste nisi.
455,26-05-2025,5.0,Fernando Costa,101,Notebook X1,Eletrônicos,3500.0,10.0,0.11,loja_fisica,Belo Horizonte,MG,Optio culpa cum porro aliquid voluptatem laudantium facilis maxime nobis expedita.
456,05-10-2024,,,106,Headset Gamer H1,Eletrônicos,450.0,4.0,0.08,ecommerce,Carvalho da Praia,PI,
457,19-11-2024,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,2.0,0.04,loja_fisica,Salvador,BA,
458,02-11-2024,5.0,Fernando Costa,103,Tênis Corrida,Calçados,350.0,3.0,0.17,loja_fisica,Belo Horizonte,MG,Quia accusamus laudantium autem explicabo quibusdam blanditiis et rerum fugiat similique debitis.
459,03-03-2025,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,2.0,0.08,loja_fisica,Salvador,BA,
460,22-02-2025,2.0,,108,Tablet T10,Eletrônicos,1500.0,3.0,0.06,loja_fisica,Rio de Janeiro,RJ,
461,23-10-2024,4.0,Ana Oliveira,110,Fone Bluetooth B1,Eletrônicos,200.0,10.0,0.11,loja_fisica,Salvador,BA,
462,11-03-2025,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,6.0,0.08,loja_fisica,São Paulo,SP,Ratione accusantium odit esse facilis iusto dignissimos corporis id nihil porro itaque illum asperiores officiis quas quisquam repudiandae nostrum totam.
463,09-02-2025,5.0,Fernando Costa,105,Smartphone A9,Eletrônicos,2800.0,10.0,0.09,loja_fisica,Belo Horizonte,MG,Doloribus dolorem quod doloremque hic sequi dolor qui maxime aut perspiciatis adipisci nobis laborum in blanditiis tempore incidunt fuga sed labore.
464,08-03-2025,5.0,Fernando Costa,102,Cafeteira 20L,Eletrodomésticos,600.0,7.0,0.17,loja_fisica,Belo Horizonte,MG,Reiciendis asperiores occaecati odio cumque totam qui quaerat temporibus at a odio odio suscipit repellat suscipit.
465,22-08-2024,2.0,Maria Souza,105,Smartphone A9,Eletrônicos,2800.0,9.0,0.01,loja_fisica,Rio de Janeiro,RJ,Voluptates vel consequuntur id impedit officiis porro molestias repudiandae ipsum maiores commodi ullam porro.
466,10-07-2025,1.0,João Silva,103,Tênis Corrida,Calçados,350.0,5.0,0.2,loja_fisica,São Paulo,SP,
467,20-07-2025,,,101,Notebook X1,Eletrônicos,3500.0,1.0,0.13,ecommerce,Ribeiro de Silva,DF,
468,07-11-2024,5.0,Fernando Costa,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.08,loja_fisica,Belo Horizonte,MG,A deserunt reiciendis doloremque fugiat magnam quam cumque doloremque nobis ullam excepturi ratione.
469,28-09-2024,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,1.0,0.22,loja_fisica,São Paulo,SP,Quibusdam atque molestias sunt doloribus culpa modi pariatur illo id quia sit possimus omnis fugiat deleniti cumque.
470,14-01-2025,5.0,Fernando Costa,101,Notebook X1,Eletrônicos,3500.0,1.0,0.03,loja_fisica,Belo Horizonte,MG,
471,21-02-2025,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,8.0,0.03,loja_fisica,São Paulo,SP,
472,14-11-2024,,,103,Tênis Corrida,Calçados,350.0,,0.08,ecommerce,Costa,AL,Accusantium eaque illum in non expedita magni odit laudantium praesentium maxime veniam eius accusamus reiciendis quas delectus libero sint nobis doloremque cumque.
473,28-11-2024,2.0,Maria Souza,102,Cafeteira 20L,Eletrodomésticos,600.0,3.0,,loja_fisica,Rio de Janeiro,RJ,Eaque dicta molestiae ex explicabo saepe neque atque.
474,27-08-2024,,,105,Smartphone A9,Eletrônicos,2800.0,4.0,0.01,ecommerce,da Mota do Galho,RS,
475,25-08-2024,3.0,Carlos Pereira,108,Tablet T10,Eletrônicos,1500.0,10.0,0.07,loja_fisica,Curitiba,PR,
476,09-10-2024,2.0,Maria Souza,109,Liquidificador X,Eletrodomésticos,300.0,2.0,0.02,loja_fisica,Rio de Janeiro,RJ,Cumque delectus tempora nihil alias ipsa aut asperiores ut fuga aut nulla.
477,15-01-2025,1.0,João Silva,105,Smartphone A9,Eletrônicos,2800.0,1.0,0.04,loja_fisica,São Paulo,SP,
478,02-12-2024,1.0,João Silva,101,Notebook X1,Eletrônicos,3500.0,7.0,0.06,loja_fisica,São Paulo,SP,
479,14-05-2025,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,3.0,0.02,loja_fisica,São Paulo,SP,
480,02-08-2024,1.0,João Silva,106,Headset Gamer H1,Eletrônicos,450.0,3.0,0.15,loja_fisica,São Paulo,SP,Animi ipsa quod aperiam molestias nostrum vitae voluptatibus necessitatibus odio nulla.
481,13-04-2025,3.0,Carlos Pereira,104,Camisa Polo,Vestuário,120.0,7.0,0.09,loja_fisica,Curitiba,PR,
482,01-05-2025,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,9.0,0.09,loja_fisica,Curitiba,PR,
483,08-03-2025,2.0,Maria Souza,102,Cafeteira 20L,Eletrodomésticos,600.0,2.0,0.04,loja_fisica,Rio de Janeiro,RJ,
484,17-07-2025,,,110,Fone Bluetooth B1,Eletrônicos,200.0,1.0,0.09,ecommerce,Sousa Grande,MA,Quam non ex excepturi neque nostrum odio.
485,06-06-2025,,,105,Smartphone A9,Eletrônicos,2800.0,2.0,0.01,ecommerce,Martins,DF,
486,17-01-2025,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,8.0,0.06,loja_fisica,Belo Horizonte,MG,Quasi culpa aut vero veniam mollitia necessitatibus dolore consequatur maiores laborum nulla.
487,04-11-2024,,,104,Camisa Polo,Vestuário,120.0,3.0,0.07,ecommerce,Machado,PR,
488,01-02-2025,4.0,Ana Oliveira,110,Fone Bluetooth B1,Eletrônicos,200.0,9.0,0.15,loja_fisica,Salvador,BA,
489,06-04-2025,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,3.0,0.12,loja_fisica,Belo Horizonte,MG,
490,16-07-2025,5.0,Fernando Costa,106,Headset Gamer H1,Eletrônicos,450.0,2.0,0.19,loja_fisica,Belo Horizonte,MG,
491,16-07-2025,2.0,Maria Souza,101,Notebook X1,Eletrônicos,3500.0,5.0,0.19,loja_fisica,Rio de Janeiro,RJ,Voluptas aut deserunt quasi quasi accusamus hic expedita blanditiis tempora consequatur laborum modi delectus magni itaque est debitis nostrum sunt hic eius.
492,21-05-2025,2.0,,104,Camisa Polo,Vestuário,,4.0,0.21,loja_fisica,Rio de Janeiro,RJ,In repellat alias asperiores deserunt totam ducimus officiis illum optio minima vitae.
493,17-05-2025,1.0,João Silva,108,Tablet T10,Eletrônicos,1500.0,5.0,0.09,loja_fisica,São Paulo,SP,
494,28-12-2024,,,104,Camisa Polo,Vestuário,120.0,3.0,0.05,ecommerce,Nascimento da Mata,TO,
495,08-08-2024,5.0,Fernando Costa,104,Camisa Polo,Vestuário,120.0,6.0,,loja_fisica,Belo Horizonte,MG,Suscipit inventore totam tempora ratione quibusdam a iusto sunt minima.
496,08-10-2024,,,107,Jaqueta Esportiva,Vestuário,250.0,3.0,,ecommerce,Vieira,MG,
497,19-02-2025,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,3.0,0.21,loja_fisica,Curitiba,PR,
498,06-11-2024,,,109,Liquidificador X,Eletrodomésticos,300.0,9.0,0.01,ecommerce,Souza da Prata,PB,
499,12-11-2024,3.0,Carlos Pereira,105,Smartphone A9,Eletrônicos,2800.0,5.0,0.29,loja_fisica,Curitiba,PR,Error totam quaerat voluptatum tempora aperiam voluptatibus inventore quasi rem rem repudiandae nemo culpa ratione sint quidem incidunt.
500,15-09-2024,3.0,Carlos Pereira,103,Tênis Corrida,Calçados,350.0,2.0,0.11,loja_fisica,Curitiba,PR,
501,31-12-2024,,,106,Headset Gamer H1,Eletrônicos,450.0,6.0,0.05,ecommerce,Santos,BA,
502,11-10-2024,1.0,João Silva,105,Smartphone A9,Eletrônicos,2800.0,4.0,,loja_fisica,São Paulo,SP,Ut earum illo odit non itaque dolorum odit repellat.
503,11-11-2024,3.0,Carlos Pereira,110,Fone Bluetooth B1,Eletrônicos,200.0,5.0,0.13,loja_fisica,Curitiba,PR,
504,26-12-2024,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,,1.0,0.29,loja_fisica,São Paulo,SP,
505,28-05-2025,1.0,João Silva,103,Tênis Corrida,Calçados,350.0,4.0,0.23,loja_fisica,São Paulo,SP,
506,26-06-2025,4.0,Ana Oliveira,109,Liquidificador X,Eletrodomésticos,300.0,6.0,0.29,loja_fisica,Salvador,BA,
507,05-11-2024,,,105,Smartphone A9,Eletrônicos,2800.0,3.0,0.05,ecommerce,das Neves,PR,
508,01-12-2024,,,104,Camisa Polo,Vestuário,120.0,2.0,0.14,ecommerce,Casa Grande da Mata,ES,
509,21-07-2025,,João Silva,102,Cafeteira 20L,Eletrodomésticos,600.0,2.0,0.11,loja_fisica,São Paulo,SP,
510,26-05-2025,3.0,Carlos Pereira,102,Cafeteira 20L,Eletrodomésticos,600.0,3.0,0.06,loja_fisica,Curitiba,PR,
511,27-07-2025,1.0,João Silva,107,Jaqueta Esportiva,Vestuário,250.0,8.0,0.22,loja_fisica,São Paulo,SP,
512,02-06-2025,5.0,Fernando Costa,107,Jaqueta Esportiva,Vestuário,250.0,3.0,0.19,loja_fisica,Belo Horizonte,MG,Qui porro consectetur dolores blanditiis recusandae deleniti minima quisquam nam provident.
513,07-09-2024,3.0,Carlos Pereira,107,Jaqueta Esportiva,Vestuário,250.0,5.0,0.15,loja_fisica,Curitiba,PR,
514,14-07-2025,5.0,Fernando Costa,105,Smartphone A9,Eletrônicos,2800.0,7.0,0.23,loja_fisica,Belo Horizonte,MG,Quos sed incidunt velit quae optio itaque quia.
515,28-08-2024,5.0,Fernando Costa,109,Liquidificador X,Eletrodomésticos,300.0,1.0,0.29,loja_fisica,Belo Horizonte,MG,
